Sym,Issuer Name,Cl,CUSIP,Value ($000),%,Shares,Principal,Option Type
CNQ.TO,CANADIAN NAT RES LTD,COM,136385101,"8,816",0.1%,"285,933",,
CVE.TO,CENOVUS ENERGY INC,COM,15135U109,"8,609",0.1%,"568,698",,
SU.TO,SUNCOR ENERGY INC NEW,COM,867224107,"8,205",0.1%,"230,179",,
NFG,NATIONAL FUEL GAS CO,COM,636180101,"4,465",0.1%,"73,594",,
EOG,EOG RES INC,COM,26875P101,"4,164",0.0%,"33,971",,
OGE,OGE ENERGY CORP,COM,670837103,"3,573",0.0%,"86,632",,
WEC,WEC ENERGY GROUP INC,COM,92939U106,"3,256",0.0%,"34,626",,
COP,CONOCOPHILLIPS,COM,20825C104,"2,853",0.0%,"28,770",,
MDU,MDU RES GROUP INC,COM,552690109,"2,663",0.0%,"147,816",,
VST,VISTRA CORP,COM,92840M102,"2,621",0.0%,"19,017",,
EVRG,EVERGY INC,COM,30034W106,"2,611",0.0%,"42,428",,
BKH,BLACK HILLS CORP,COM,092113109,"2,508",0.0%,"42,860",,
PR,PERMIAN RESOURCES CORP,CLASS A COM,71424F105,"2,328",0.0%,"161,901",,
MUR,MURPHY OIL CORP,COM,626717102,"2,013",0.0%,"66,542",,
XEL,XCEL ENERGY INC,COM,98389B100,"1,899",0.0%,"28,133",,
CMS,CMS ENERGY CORP,COM,125896100,"1,684",0.0%,"25,277",,
CVX,CHEVRON CORP NEW,COM,166764100,"1,582",0.0%,"10,924",,
IMO.TO,IMPERIAL OIL LTD,COM NEW,453038408,"1,544",0.0%,"25,096",,
AEP,AMERICAN ELEC PWR CO INC,COM,025537101,"1,192",0.0%,"12,935",,
CHRD,CHORD ENERGY CORPORATION,COM NEW,674215207,"1,056",0.0%,"9,038",,
TRP.TO,TC ENERGY CORP,COM,87807B107,"1,019",0.0%,"21,896",,
DVN,DEVON ENERGY CORP NEW,COM,25179M103,942,0.0%,"28,781",,
MTDR,MATADOR RES CO,COM,576485205,911,0.0%,"16,202",,
DTE,DTE ENERGY CO,COM,233331107,905,0.0%,"7,501",,
CSX,CSX CORP,COM,126408103,882,0.0%,"27,352",,
SCI,SERVICE CORP INTL,COM,817565104,650,0.0%,"8,147",,
ENB.TO,ENBRIDGE INC,COM,29250N105,594,0.0%,"14,015",,
ORI,OLD REP INTL CORP,COM,680223104,586,0.0%,"16,219",,
XOM,EXXON MOBIL CORP,COM,30231G102,571,0.0%,"5,311",,
